,file_names,genned_set_name,new_file_names
85,Caspar-David-Friedrich-Dolmen-in-the-Snow-3--S-2.jpg,Caspar-David-Friedrich-Dolmen-in-the-Snow-3--S,aaaaa_Caspar-David-Friedrich-Dolmen-in-the-Snow-3--S-2.jpg
86,Caspar-David-Friedrich-Man-and-Woman-Contemplating-the-Moon--2.jpg,Caspar-David-Friedrich-Man-and-Woman-Contemplating-the-Moon-,aaaaa_Caspar-David-Friedrich-Man-and-Woman-Contemplating-the-Moon--2.jpg
87,Caspar-David-Friedrich-The-Abbey-in-the-Oakwood-S-2.jpg,Caspar-David-Friedrich-The-Abbey-in-the-Oakwood-S,aaaaa_Caspar-David-Friedrich-The-Abbey-in-the-Oakwood-S-2.jpg
88,Caspar-David-Friedrich-The-Sea-of-Ice-S-2.jpg,Caspar-David-Friedrich-The-Sea-of-Ice-S,aaaaa_Caspar-David-Friedrich-The-Sea-of-Ice-S-2.jpg
89,Caspar-David-Friedrich-Winter-Landscape-S-2.jpg,Caspar-David-Friedrich-Winter-Landscape-S,aaaaa_Caspar-David-Friedrich-Winter-Landscape-S-2.jpg
90,Charles-Edward-Conder-A-Holiday-at-Mentone-S-2.jpg,Charles-Edward-Conder-A-Holiday-at-Mentone-S,aaaaa_Charles-Edward-Conder-A-Holiday-at-Mentone-S-2.jpg
91,Charles-Francois-Daubigny-Harvest-S-2.jpg,Charles-Francois-Daubigny-Harvest-S,aaaaa_Charles-Francois-Daubigny-Harvest-S-2.jpg
92,Claes+Oldenburg-Lipstick+-+74+-S-2.jpg,Claes+Oldenburg-Lipstick+-+74+-S,aaaaa_Claes+Oldenburg-Lipstick+-+74+-S-2.jpg
93,Claes+Oldenburg-Split+button-S-2.jpg,Claes+Oldenburg-Split+button-S,aaaaa_Claes+Oldenburg-Split+button-S-2.jpg
94,Claes+Oldenburg-Store+poster-S-2.jpg,Claes+Oldenburg-Store+poster-S,aaaaa_Claes+Oldenburg-Store+poster-S-2.jpg
95,Claes-Oldenburg-Free-S-2.jpg,Claes-Oldenburg-Free-S,aaaaa_Claes-Oldenburg-Free-S-2.jpg
96,Claes-Oldenburg-Knifeship-85--S-2.jpg,Claes-Oldenburg-Knifeship-85--S,aaaaa_Claes-Oldenburg-Knifeship-85--S-2.jpg
97,Claude+Monet-le+bassin+aux+nympheas-S-2.jpg,Claude+Monet-le+bassin+aux+nympheas-S,aaaaa_Claude+Monet-le+bassin+aux+nympheas-S-2.jpg
98,Claude-Monet-Arrival-at-Saint-Lazare-Station-S-2.jpg,Claude-Monet-Arrival-at-Saint-Lazare-Station-S,aaaaa_Claude-Monet-Arrival-at-Saint-Lazare-Station-S-2.jpg
99,Claude-Monet-Bathers-at-La-Grenouillere-S-2.jpg,Claude-Monet-Bathers-at-La-Grenouillere-S,aaaaa_Claude-Monet-Bathers-at-La-Grenouillere-S-2.jpg
100,Claude-Monet-Blue-Water-Lilies-S-2.jpg,Claude-Monet-Blue-Water-Lilies-S,aaaaa_Claude-Monet-Blue-Water-Lilies-S-2.jpg
101,Claude-Monet-Boating-on-the-River-Epte-S-2.jpg,Claude-Monet-Boating-on-the-River-Epte-S,aaaaa_Claude-Monet-Boating-on-the-River-Epte-S-2.jpg
102,Claude-Monet-Boulevard-of-Capucines-S-2.jpg,Claude-Monet-Boulevard-of-Capucines-S,aaaaa_Claude-Monet-Boulevard-of-Capucines-S-2.jpg
103,Claude-Monet-Camille-Monet-On-Her-Deathbed-S-2.jpg,Claude-Monet-Camille-Monet-On-Her-Deathbed-S,aaaaa_Claude-Monet-Camille-Monet-On-Her-Deathbed-S-2.jpg
104,Claude-Monet-Cart-on-the-Snow-Covered-Road-with-Saint-Simeon-2.jpg,Claude-Monet-Cart-on-the-Snow-Covered-Road-with-Saint-Simeon,aaaaa_Claude-Monet-Cart-on-the-Snow-Covered-Road-with-Saint-Simeon-2.jpg
105,Claude-Monet-Clifftop-Walk-at-Pourville-S-2.jpg,Claude-Monet-Clifftop-Walk-at-Pourville-S,aaaaa_Claude-Monet-Clifftop-Walk-at-Pourville-S-2.jpg
106,Claude-Monet-Exterior-View-of-the-Saint-Lazare-Station-S-2.jpg,Claude-Monet-Exterior-View-of-the-Saint-Lazare-Station-S,aaaaa_Claude-Monet-Exterior-View-of-the-Saint-Lazare-Station-S-2.jpg
107,Claude-Monet-Fisherman-s-Cottage-at-Varengeville-S-2.jpg,Claude-Monet-Fisherman-s-Cottage-at-Varengeville-S,aaaaa_Claude-Monet-Fisherman-s-Cottage-at-Varengeville-S-2.jpg
108,Claude-Monet-Gare-Saint-Lazare-Pari-S-2.jpg,Claude-Monet-Gare-Saint-Lazare-Pari-S,aaaaa_Claude-Monet-Gare-Saint-Lazare-Pari-S-2.jpg
109,Claude-Monet-Grainstack-in-the-Morning-Snow-Effect-S-2.jpg,Claude-Monet-Grainstack-in-the-Morning-Snow-Effect-S,aaaaa_Claude-Monet-Grainstack-in-the-Morning-Snow-Effect-S-2.jpg
110,Claude-Monet-Grainstacks-in-the-Sunlight-Midday-S-2.jpg,Claude-Monet-Grainstacks-in-the-Sunlight-Midday-S,aaaaa_Claude-Monet-Grainstacks-in-the-Sunlight-Midday-S-2.jpg
111,Claude-Monet-Houses-of-Parliament-Westminster-S-2.jpg,Claude-Monet-Houses-of-Parliament-Westminster-S,aaaaa_Claude-Monet-Houses-of-Parliament-Westminster-S-2.jpg
112,Claude-Monet-Impression-Sunrise-S-2.jpg,Claude-Monet-Impression-Sunrise-S,aaaaa_Claude-Monet-Impression-Sunrise-S-2.jpg
113,Claude-Monet-Irises-in-Monet-s-Garden-S-2.jpg,Claude-Monet-Irises-in-Monet-s-Garden-S,aaaaa_Claude-Monet-Irises-in-Monet-s-Garden-S-2.jpg
115,Claude-Monet-Madame-Monet-in-Japanese-Costume-La-Japonaise---2.jpg,Claude-Monet-Madame-Monet-in-Japanese-Costume-La-Japonaise--,aaaaa_Claude-Monet-le-bassin-aux-nympheas-reflets-verts-S-2.jpg
116,Claude-Monet-Monet-s-Garden-at-Vetheuil-S-2.jpg,Claude-Monet-Monet-s-Garden-at-Vetheuil-S,aaaaa_Claude-Monet-Madame-Monet-in-Japanese-Costume-La-Japonaise---2.jpg
117,Claude-Monet-Pathway-in-Monet-s-Garden-at-Giverny-S-2.jpg,Claude-Monet-Pathway-in-Monet-s-Garden-at-Giverny-S,aaaaa_Claude-Monet-Monet-s-Garden-at-Vetheuil-S-2.jpg
118,Claude-Monet-Poplars-at-Giverny-S-2.jpg,Claude-Monet-Poplars-at-Giverny-S,aaaaa_Claude-Monet-Pathway-in-Monet-s-Garden-at-Giverny-S-2.jpg
119,Claude-Monet-Red-Boats-Argenteuil-1875-oil-on-canvas--S-2.jpg,Claude-Monet-Red-Boats-Argenteuil-1875-oil-on-canvas--S,aaaaa_Claude-Monet-Poplars-at-Giverny-S-2.jpg
120,Claude-Monet-Rouen-Cathedral-2--S-2.jpg,Claude-Monet-Rouen-Cathedral-2--S,aaaaa_Claude-Monet-Red-Boats-Argenteuil-1875-oil-on-canvas--S-2.jpg
121,Claude-Monet-Rouen-Cathedral-Symphony-in-Grey-and-Rose-S-2.jpg,Claude-Monet-Rouen-Cathedral-Symphony-in-Grey-and-Rose-S,aaaaa_Claude-Monet-Rouen-Cathedral-2--S-2.jpg
122,Claude-Monet-San-Giorgio-Maggiore-at-Dusk-S-2.jpg,Claude-Monet-San-Giorgio-Maggiore-at-Dusk-S,aaaaa_Claude-Monet-Rouen-Cathedral-Symphony-in-Grey-and-Rose-S-2.jpg
123,Claude-Monet-Sunrise-The-Sea-S-2.jpg,Claude-Monet-Sunrise-The-Sea-S,aaaaa_Claude-Monet-San-Giorgio-Maggiore-at-Dusk-S-2.jpg
124,Claude-Monet-The-Boulevard-des-Capucines-S-2.jpg,Claude-Monet-The-Boulevard-des-Capucines-S,aaaaa_Claude-Monet-Sunrise-The-Sea-S-2.jpg
